Deity,Bhajan,Meaning
Krishna,"Harey Krishna Harey Krishna Krishna Krishna Harey Harey 
Harey Rama Harey Rama Rama Rama Harey Harey 
Harey Krishna Harey Krishna Krishna Krishna Harey Harey 
Harey Rama Harey Rama Rama Rama Harey Harey 
Sai Rama Harey Harey 
Sai Krishna Harey Harey",Chant the names of Krishna and Rama
Krishna,"Harey Krishna Harey Ram Harey Krishna Harey Ram 
Bolo Sai Ram 
Allah Yesu Bolo Sai Ram 
Naanak Buddha Bolo Sai Ram 
Zorastra Mahaveera Bolo Sai Ram 
Sarva Dharma Priya Bolo Sai Ram","Sing (chant) the names of Krishna, Rama and Sai; of Allah, Jesus
and Sai Ram; of Guru Naanak and Buddha; of Zoraster and Mahaveera; 
of Sai Ram who is fond of all faiths"
Krishna,"Harey Krishna Harey Ram Sai Ram Sai Ram 
Radha Govinda Bolo Jai Radhey Shyaama 
Madhava Mukunda Bolo Jai Radhey Shyaama 
Jai Jai Ram Sai Ram Jai Jai Ram 
Jai Jai Ram Sai Ram Jai Jai Ram Bolo","Chant the many names of Lord: Krishna, Ram, Sai Ram, Govinda,
Radhey Shyaam, Madhava and Mukunda. Victory to Lord Sai Ram."
Krishna,"Harey Krishna Madhusoodana 
Harey Krishna Guna Ranjana 
Harey Krishna Madhusoodana, 
Harey Krishna Yadu Nandana 
Harey Krishna Madhusoodana","Chant the names of Lord Krishna: Madhu Sudhana - one who killed the
demon Madhu; Guna Ranjana - Shining with virtous attributes, Yadu Nandana - Prince of Yadu dynasty"
Krishna,"Harey Murali Manohara Shyaama 
Harey Gopee Manohara Shyaama 
Harey Devaki Nandana Shyaama 
Nandana Shyaama Nandana Shyaama 
Harey Vaasuki Shayana Shyaama","Oh Krishna, the blue complexioned One who enchants everyone with
Your flute! Oh Krishna, you enchant the Gopis (cowherd maids)! 
Oh Krishna, the blue complexioned son of Nanda! You are the One 
reclining on the serpent Vaasuki"
Krishna,"Harey Rama Harey Rama Rama Rama Harey Harey 
Harey Krishna, Harey Krishna, Krishna Krishna, Harey Harey 
Gurur Brahma Gurur Vishnu Gurur Devo Maheshwara 
Guru Sakshat Para Brahma Tasmai Shree Guruve Namah","Glory to Ram and Krishna; Hail to that noble teacher
who is Brahma, Vishnu and Shiva and who is truly the 
Supreme Brahman. I offer my salutations to such a Guru"
Krishna,"Harey Rama Harey Rama Rama Rama Harey Harey 
Harey Krishna Harey Krishna, Krishna Krishna Harey Harey (2X)",Chant the names of Lord Rama and Lord Krishna
Krishna,"Harey Rama Harey Rama Rama Rama Harey Harey 
Harey Krishna Harey Krishna Krishna Krishna Harey Harey 
Krishna Keshava Krishna Keshava Krishna Keshava Pahimaam 
Madhava Rama Raghava Rama Raghava Rama Raghava Rakshamaam","Chant the name of Lord Rama, Krishna, Madhava, Raghava.
Chanting the mantra ""Harey Rama..... Rakshamam"" destroys the miseries of life and grants protection"
Krishna,"Hari Aanandamaya Jaya Narayana 
Sai Aanandamaya Jaya Narayana 
Vasudeva Nandana Radha Jeevana 
Paramaananda Maadhava","Glory to God who incarnates upon this world in the form of bliss,
Son of Vasudeva, very life of Radha; Krishna who is Supreme Bliss 
itself and Lord of the Mother of the Universe, Lakshmi"
Krishna,"Hari Bolo Harey Ram Naam 
Hari Bolo Harey Krishna Naam (2) 
Hari Bolo Sathya Sai Naam (2) 
Hari Bolo Sathya Baba Naam (2)","Chant the Divine names of Lord Rama, Lord Krishna and Lord Sathya Sai"
Krishna,"Hari Bol Hari Bol Hari Hari Bol 
Mukunda Madhava Govinda Bol 
Ram Bol Ram Bol Ram Ram Bol 
Raghukula Bhooshana Ram Ram Bol 
Krishna Bol Krishna Bol Krishna Krishna Bol 
Raadha Madhava Shree Krishna Bol 
Shiva Bol Shiva Bol Shiva Shiva Bol 
Sai Shankara Shiva Shiva Bol","Chant the Divine names of Shree Krishna, who is Radha's consort,
Shree Rama, who is the pride of Raghu dynasty, Shiva and Sai Baba."
Krishna,"Hari Hari Bol Hari Hari Bol 
Mukunda Madhava Govinda Bol 
Keshav Bol Madhav Bol 
Sai Ram Bol Sai Krishna Bol 
Shirdi Sai Bol Parthi Sai Bol","Chant the names of Hari, Mukund, Madhav, Govind Keshav, Sai Ram, Sai Krishna, Shirdi Sai and Parthi Sai."
Krishna,"Hari Hari Guna Gaav 
Parthi Niranjana Hari Guna Gaav 
Sundara Roopa Prema Swaroopa ..(Hari Hari Guna Gaav) 
Deena Dayaakara Guna Gambheera 
Deva Devottama Mangala Daata 
Bhaktha Jana Priya Shree Sai Naathha","Sing the glories of Shree Krishna, our Sai Krishna. That pure
and unstained effulgent Lord of Puttaparthi, Sathya Sai Baba. 
Dwell on the lovely Face, the loving nature, the infinite 
compassion towards the meek and the humble, the dignified bearing, 
of that Supreme God of Gods; the One who fills our life with 
auspiciousness, the One who is so fond of His devotees, Lord Sai Nath. Chant His divine name."
Krishna,"Hari Hari Om Shiva Shankara Om 
Narayana Hari Om Narayana Hari Om 
Keshava Hey Shiva Madhava Hey 
Narayana Hari Om Narayana Hari Om 
Paramaathma Antharyaami 
Narayana Hari Om Narayana Hari Om","Glory to Hari, Shiva, Keshava who are different forms of the
Divine Power which is Om. He is the Omnipresent indweller of all beings"
Krishna,"Hari Hari Govinda Hari Hari Giridhara Baala 
Hari Hari Shyaama Gopaala 
Madhava Hari Keshava Hari 
Yadhava Hari Nanda Laala (2) 
Hari Hari Govinda 
Hari Hari Giridhara Bala 
Hari Hari Shyaama Gopaala","Chant the names of Hari, Govinda, the boy who lifted the mountain (Govardhan), Nanda's son, Madhava)."
Krishna,"Hari Hari Govinda Narayana 
Jaya Hari Bol Shree Hari Bol 
Hari Hari Govinda Narayana 
Harey Rama Harey Krishna Prashanthi Raaja Ram 
Sai Ram Sai Ram Sai Ram Bolo",Chanting the many names of the Lord destroys the sins.
Krishna,"Hari Hari Hari Hari Smarana Karo 
Hari Charana Kamala Dhyaana Karo 
Murali Madhava Seva Karo 
Murahara Giridhari Bhajana Karo","Meditate on the name of Lord Hari, the Lotus feet of Hari, the
divine flute player, sing the glory of Lord of Giridhari."
Krishna,"Hari Hari Narayana 
Hari Govinda Narayana 
Hari Gopaala Narayana 
Shree Hari Narayana 
Hrishikesha Narayana 
Partheesha Narayana","Chant the many name of the Lord: Hari, Narayana, Govinda, Gopaala,
Hrishikesha and Lord Narayana residing in Parti"
Krishna,"Hari Hari Narayana Namah Om 
Hari Hari Shree Vasudevaya Namah Om 
Hari Hari Radhey Krishnaya Namah Om 
Hari Hari Shree Ramchandraya Namah Om 
Hari Hari Shree Govindaya Namah Om 
Hari Hari Shambho Kumaraya Namah Om 
Hari Hari Narayana Namah Om","I Bow to Thee O Lord Narayana, Vasudeva, Radhey Krishna,
Ramachandra, Govinda and Shambhu Kumar (Ganesh)."
Krishna,"Hari Naam Sumira Hari Naam Sumira Hari Naam Sumira Bhajare 
Tribhuvana Dhaaraka Sab Sukh Daayaka 
Vinathi Sahaayaka Naam Japorey","Chant the name of Hari, The Sustainer of three worlds (physical, subtle and causal)
Contemplate the Name of the Lord, who bestows Happiness and is the Saviour of the helpless"
Krishna,"Hari Narayana Govinda Bhaja Narayana Govinda 
Parthipureesha Paapa Vinaasha 
Kaliyuga Avataara Sai Mahesha 
Sai Narayana Sathya Narayana 
Vrindaavana Vihaari Mukunda","Glory to Sai who is Hari, Govinda, Mukunda, the Lord Sai of Parthi who
is the present Avatahar in Kali Yug, the Lord who strolls in Vrindaavana"
Krishna,"Hari Narayana Hari Narayana Hari Narayana Bhajore 
Hari Narayana Sathya Narayana Sai Narayana Bhajore (2) 
Shyaama Sundara Madana Gopaala (2) 
Sathchidaananda Shyaama Gopaala (2) 
Gopi Gopaalana Gopi Gopaalana Gopi Gopaala Bhajore 
Hari Narayana Sathya Narayana Sai Narayana Bhajore (2)","Sing in praise of Hari Narayana (Vishnu). Sing in praise of Sathya Narayana and Sai Narayana
Sing in praise of Gopaala, the One who is adored by the Gopis"
Krishna,"Hari Narayana Hari Narayana Hari Narayana Hari Ram Ram Ram 
Ayodhya Vasi Shree Ramachandra Ananda Roopa Jai Jai Ram 
Parthipureesha Sathya Sayeeesha Parama Dayalo Jai Jai Ram","Sing the names of Lord Hari, Lord Narayana, Lord Ram;
Sing in praise of the Lord of Ayodhya, embodiment of Bliss 
Glory to Ram, Lord of Puttaparthi, Sathya Sai, the Compassionate and kind Lord"
Krishna,"Hari Narayana Om 
Sai Namo Namo Hari Narayana (2) 
Paanduranga Vitthale Hari Narayana (2) 
Shambho Mahaadeva Narayana (Shiva) (2) 
Sathya Sai Anantha Narayana (2)","Glory to Hari, Vitthala, Shiva"
Krishna,"Hari Om Aananda Narayana 
Narayana Hari Narayana 
Narayana Sai Narayana 
Hari Om Aananda Narayana 
Thriloka Paalana Narayana 
Parthi Nivaasa Narayana","Chant the name of the blissful Lord: Hari, Narayana and Sai,
who is the sustainer of the three worlds"
Krishna,"Hari Om Hari Om Narayana 
Sai Om Sai Om Janaardhana 
Pankaja Nayanaa Sai Narayana 
Jagath Paripaala Narayana (3)","Sing the glory of Sai who is incarnation of Narayana, who is
adorned with beautiful eyes and who is the Lord of the Universe"
Krishna,"Hari Om Hari Om Hari Om Narayana 
Shanthaakaara Bhujanga Shayana 
Padmanaabha Narayana 
Parthi Ramana Kamala Nayana Sai Naathha Narayana 
Hari Om Hari Om Hari Om Narayana","Oh Hari (Krishna), Oh Narayana (Krishna), You are the One with the
most peaceful form, reclining on the serpent. Oh Padmanabha (Vishnu 
the One from whose navel the Lotus arises), Oh Narayana, the One 
who enchants Parthi, the One with lotus shaped eyes, You are the Lord of Puttaparthi, Oh Sai Narayana"
Krishna,"Hari Om Hari Om Hari Om Sai Om 
Sai Narayana Jaya Hari Om 
Sathya Narayana Jaya Hari Om 
Paramaathma Shiva Sai Hari Om 
Parabrahma Shiva Sai Hari Om 
Sai Narayana Jaya Hari Om 
Sathya Narayana Jaya Hari Om","Recite the mantra, ""Hari Om, Hari Om, Hari Om Sai Om"", Worship
Lord Sai. Victory to Lord Sai Narayana, verily the Parabrahma, who is the highest 
abode of bliss, happiness and knowledge."
Krishna,"Hari Om Thath Sat Hari Om Thath Sat Hari Om Thath Sat Hari Om 
Krishna Krishna Krishna Krishna Jai Radha Krishna 
Govinda Govinda Bhajo Radhey Govinda 
Gopaala Gopaala Bhajo Krishna Gopaala 
Hari Om, Hari Om, Hari Om, Hari Om 
Hari Om Om Om, Hari Om Om Om, Hari Om Om Om, Hari Om",This is a namaavali or a string of Gods' names.
Krishna,"Hey Giridhara Gopaala Hey Giridhara Gopaala Hey Giridhara Gopaala 
Madhava Murahara Madhura Manohara, Giridhara Gopaala, 
Hey Giridhara Gopaala, Hey Giridhara Gopaala, Hey Giridhara Gopaala, 
Nanda Kumara, Sundaraakaara, Brindavana Sanchaara 
Murali Lola Munijanapaala ... Giridhara Gopaala 
Hey Giridhara Gopaala, Hey Giridhara Gopaala, Hey Giridhara Gopaala, 
Kaustubha Hara Maukthikadhara Radha Hrudaya Vihaara 
Bhakthodhaara Baala Gopaala... Giridhara Gopaala 
Hey Giridhara Gopaala, Hey Giridhara Gopaala, Hey Giridhara Gopaala 
Goparipaala Gopi Lola Govardhana Giridhara Nanda Kumaara 
Navaneetha Chora Venu Gana Vilola... Giridhara Gopaala 
Hey Giridhara Gopaala, Hey Giridhara Gopaala, Hey Giridhara Gopaala","Hail Krishna, the cowherd boy who held aloft the mountain; the One who killed the demon Mura;
Lord of Lakshmi with a sweet and beautiful form; Son of Nanda 
with charming form, he moves through Brindavan; Lord who plays 
the flute and protects the saints; He wears pearls and the 
Kaustubha gem, he charms Radha's heart; Sustainer of his 
devotees, the Child Gopaal, protector of the cows; Charmer of the 
gopis, son of Nanda who held aloft the mountain; Gopaal, stealer 
of butter who bestows ecstacy with his flute music."
Krishna,"Hey Giridhari Krishna Muraari 
Narayana Hari Mukunda Muraari 
Navaneetha Chora Shyaama Muraari 
Radha Madhava Hrudaya Vihaari","Chant the many name of Lord : Giridhari, Krishna, Murari, Narayana,
Hari Mukunda Shyaam and Madhava. Lord is the indweller in the heart."
Krishna,"Hey Govinda Hey Aananda Nanda Gopaala 
Mohana Muralidhara Shyaama Gopaala 
Hey Govinda Hey Aananda Nanda Gopaala 
Sundara Giridhari Harey Natavara Lala 
Madhava Keshava Madana Gopaala","Hey Govinda (Krishna), the embodiment of bliss, Hey Nanda's
Gopala, the One having the bewitching flute in His hands, 
the dark blue complexioned One, the One who lifted the Govardhana 
mountain in His hands. Hey Madhava, Keshava, Madana Gopala! (all are different names for Krishna"
Krishna,"Hey Govinda Hey Gopaala Hey Madhava Madhusoodana 
Aavo Aavo Prabhu Aavo Aavo 
Mujhey Aakara Darsha Dikhao 
Sathya Dharma Shanti Prema Swaroopaa 
Prema Swaropaa, 
Aavo Aavo Prabhu Aavo Aavo 
Mujhey Aakara Darsha Dikhao","Welcome, O Lord Govind! Please come and grant us Thy Darshan.
Thou art the embodiment of Truth, Righteousness, Peace and Love."
Krishna,"Hey Krishna Hey Krishna 
Vitthala Jaya Paanduranga 
Nanda Kishora Shyaama Gopaala 
Shyaam Gopaala Madana Gopaala 
Vitthala Jaya Paanduranga 
Paanduranga Paanduranga Paanduranga Paanduranga","This is a ""namavali"" or a string of various names of the
particular God. The song says ""Victory to You, Shree Krishna"""
Krishna,"Hey Maadhava Madana Muraari 
Hey Sathya Parthi Vihaari 
Rama Krishna Thumaho 
Thumaho Bola Bhandaari 
Sab Gaan Thumari Gaayiye 
Mere Ankhe Sheesh Jataayey 
Mere Vinati Suno Giridhaari 
Hey Sai Parthi Vihaari","Hey Madhava, Madana Murari (differenet names for Krishna),
Hey Sathya (Sai Baba), the One who frequents Parthi, 
Thou art Rama, Krishna, Bhola Bhandari (Shiva). All songs 
are addressed to You. Please clean the inner glass of my eyes (reveal 
Yourslef to me). Please listen to my submissions, Oh Giridhari, Oh Sai who lives in Parthi!"
Krishna,"Hey Maadhava Madhusoodana 
Dayaa Karo Krupa Karo Yadu Nandana 
Hey Maadhava Madhusoodana 
Alakaniranjana Bhava Bhaya Bhanjana 
Sathya Sanaathana Sai, Hey Sathya Sanaathana Sai","O Krishna, destroyer of the demon Madhu; O child of Yadu, bestow Grace and compassion;
O Lord Sai, the remover of all fear, one who is pure and beyond all perception, Lord Sai, eternal One"
Krishna,"Hey Nanda Kishora Manmohana 
Navaneetha Chora Madhusoodana 
Hey Nanda Kishora Manmohana 
Devaki Nandana Yadu Nandana 
Devaadhi Deva Jagat Paalana","O Lord Krishna ! O Charming loving Prince of Devaki ! O Lord of Lords
! Thou art the protector and supporter of the whole Universe. Thou 
art the captivator of the devotees' hearts with Thy charm and blessings."
Krishna,"Hey Nanda Laala Hey Brija Baala 
Maakhana Chora Yashoda Key Baala 
Vrindavana Key Gokula Baala 
Dayaa Karo Merey Sai Nanda Laala 
Maakhana Chora Yashoda Key Baala","Hey, little boy of Nanda, of Vraja (Krishna), You steal butter
and You are the darling of Yashoda, You are the child of Vrindavan 
and Gokula (the place where Krishna grew up). Please have compassion 
and mercy on me, Sai Nanda Laala (Sai in the form of Krishna"
Krishna,"Hey Nanda Laala Jai Jai Gopaala 
Radha Ramana Hari Radhe Gopaala 
Natavara Giridhari Sai Gopaal 
Murali Manohara Hey Nanda Laala","Names of Krishna: Nandalal, Gopaala, Hari, Natavara, Giridhari
The One Who plays the flute and wins over the mind"
Krishna,"Hey Nanda Nanda Gopaal Aananda Nanda Gopaal 
Hey Nanda Nanda Gopaal, Aananda Nanda Gopaal 
Hey Nanda Nanda, Aananda Nanda Nanda, Yadu Nanda Nanda Gopaal","Son of Nanda, blissful Krishna, the cowherd boy; Blissful son of the Yadu clan, Nanda's cowherd boy."
Krishna,"Hey Sai Ranga Hey Paanduranga 
Karunaantharanga Hrudayaangaranga 
Hey Sai Ranga Hey Paanduranga 
Shree Ranga Ranga Jai Ranga Ranga 
Anand Ranga Sadananda Ranga 
Karunaantharanga Hrudayaangaranga","O Lord Sai Ranga! O Lord Panduranga! Thou art full of infinite mercy
and reciting Thy name creates the wave of sublime feelings and emotions 
in the heart. Victory to Lord Sai Ranga, who is all Bliss and ever in Bliss"
Krishna,"Hey Srinivaasa Hey Govinda 
Harihara Roopa Sri Venkatesha 
Kaliyuga Vaikuntha Thirumala Vaasa, 
Tribhuvana Paala Sathya Sai Deva","O Lord Sai, thou art Srinivasa, Lord Vishnu, Govinda, Harihara -
residing on the earthly heaven and Tirumalai mountain and sustainer of Three worlds."
Krishna,"Hey Viswapaala Gopaala 
Hey Deenapala Gopaala 
Mira Key Prabhu Girdhar Bala 
Giridhar Baala Jai Gopaala","O Lord Gopaala ! Thou art the Sustainer of entire creation and of
those who are miserables and dejected. Victory to Lord Giridhari, Lord of Mira."
Krishna,"Hridaya Mandir Mey Bajey Basuriya 
Rhuma Jhuma Naachey Bansi Adhariya 
Hridaya Mandir Mey Bajey Basuriya 
Naachey Radha Nachey Gopiya 
Anupama Sur Mey Bajey Baasuriya 
Naacho Naacho Sai Kanhaiya","In the holy ground of heart, Lord Krishna dances, ""Rhuma Jhuma""
playing divine music on flute (thereby soothing the fire of worldly 
worries). Along with it , dances, Radha and Gopis. Flute plays 
enchanting many different melodies. O Lord Sai Kanhaiya ! Dance in the holy ground of heart."
Krishna,"Jaago Jaago Giridhaari Gopaala 
Jaago Jaago Hey Gokula Baala 
Darshana Deejo Deena Dayaala 
Prabhu Paramathma Thribhuvana Paala 
Sai Narayana Natawara Lala","O Lord! O Supreme Purusha! O Sustainer of three worlds! O
Lord Giridhari! Kindly wake up. O Merciful Lord! Welcome to Thee and please bless us with Your presence"
Krishna,"Jagat Paalana Jagan Mohana 
Sundara Sai Gopaalana 
Munijana Sevitha Madhusoodana 
Jagat Palana Jagan Mohana 
Keshava Govinda Janaardhana 
Sreedhara Maadhava Daamodara 
Achyutha Anantha Narayana 
Sree Sai Krishna Narayana (2)","Oh Lord, the protector of the Universe, the bewitcher of the
Universe, Oh beautiful Sai Gopala, the One who serves the Rishis, 
the One who destroyed the demon Madhu, Keshava, Govinda, 
Janardhana, Sreedhara, Madhava, Damodara, Achyutha, Anantha, 
Narayana, Sai Krishna (different names for Lord Krishna"
Krishna,"Jagat Pathi Hari Sai Gopaala 
Jagatoddhaara Sai Nanda Lala 
Mathuraadhipathey Krishna Gopaala 
Madhura Madhura Hey Gaana Vilola 
Jagatoddhaara Sai Nanda Laala","Worship the Saviour and Lord of the Universe, Lord Sai Nanda
Gopaal. Worship Lord of Mathura (City), Lord Krishna Gopaala, Who sings enchanting melodies."
Krishna,"Jai Bhuvaneshwara Jai Jagadeeshwara 
Parthi Vihaarini Namo Namah 
Jai Narayana Jagatoddhaarana 
Parthi Vihaarini Namo Namah","Victory to Lord of Universe, Lord Narayana of Parthi. I bow to Lord of Parthi, Lord Sai Ram."
Krishna,"Jai Giridhara Gopaala Sai Parthi Puri Bhagawaan 
Thum Ho Prana Harare Sai Thum Ho Antharyaami (2) 
Janam Janam Ka Naathha Thum Se, Thum Hi Hamare Swami","Hey Gopala, Hey Giridhara (the One who lifted the mountain),
Lord of Puttaparthi, Thou art the indweller in all of us Sai, 
Thou art our very life breath, You have been our Lord for several life cycles, Thou art our dear Lord"
Krishna,"Jai Hari Krishna Jai Hari Krishna Govardhana Giridhaari 
Raadha Mohana Raadha Jeevana 
Manjula Kunja Vihaari","Victory to Krishna who held aloft the mountain Govardhana, Who brought to Radha's life, the Delight of Bliss
whose abode is in pure hearts"
Krishna,"Jai Hari Vitthala Sai Shree Hari Vitthala 
(Jai) Govinda Gopaala Radhey Nara Hari Vitthala 
Baba Vitthala Sathya Sai Vitthala 
Shirdi Vitthala Sathya Sai Vitthala 
Govinda Gopaala Radhey Nara Hari Vitthala","Glory to Krishna, the cowherd Boy, Radha's Beloved Charming Lord Krishna, Sai Krishna of Puttaparthi"
Krishna,"Jai Hey Krishna Nanda Mukunda 
Jai Hey Sai Paramaananda 
Jai Jai Hey Mana Mohana Krishna 
Jai Vrindavana Sai Krishna 
Parthi Pureeshwara Sai Krishna","Victory to mind capturing Son of Nanda, Lord Krishna, who resides in
'Vrindavan'. Victory to ever-blissful Lord Sai Krishna, who resides in Parthipuri."
Krishna,"Jai Ho Vitthala Jai Vitthala 
Purandhara Vitthala Gopaala 
Jai Ho Vitthala Hari Vitthala 
Purandhara Vitthala Gopaala","Victory to Lord Vitthala of Purandhara. Chant the name of Lord Hari, Vitthala and Gopaala."
Krishna,"Jai Jagadeesha Harey Murarey 
Jai Jagan Naathha Janaardhana 
Jai Vanamali Jai Giridhari 
Jai Jai Shree Hari Sai Muraari","Victory to Lord of Universe. Victory to Lord Giridhari, destroyer of sins and demon Mura."
Krishna,"Jai Jai Gopaala 
Sai Gopaala Radhey Gopaala 
Jai Jai Gopaala 
Hey Nandalala Gopee Lola Gokula Baala 
Brindavana Sanchaara Pyaara","Glory to Gopaala, Sai Gopaala, Radha's Lord; Beloved son of Nanda, joy of the Gopis, child of Gokul;
Glory to the one who plays in the Brindavan"
Krishna,"Jai Jai Gopaala Jai Nanda Laala 
Murali Manohara Radhey Gopaala 
Paratha Gatha Hey Krishna Gopaala 
Brindavana Nanda Sai Gopaala","Victory to Lord Gopaala, Lord of Radha, Darling Prince of Nanda, who
is the Master Flute-Player. O Lord of Brindavan Lord Sai Gopaal! Devotees always sing Thy Glory."
Krishna,"Jai Jai Jai Manamohana Jai Jai Jai Madhusoodana 
Maadhava, Keshava 
Keshava Maadhava 
Gopaala Gopaalana (Sai)","Glory to the enchanter of the mind, to the destroyer of the demon;
Hail Krishna, who is Lord of Lakshmi, who is the protector of cows"
Krishna,"Jai Jai Jai Narayana 
Govinda Gopaal Narayana 
Mukunda Maadhava Narayana 
Shree Krishna Govinda Narayana 
Narayana Sai Narayana","Victory to Lord Narayana. Chant the many names of Lord : Govinda,
Gopaala, Narayana, Mukunda, Madhava, Krishna, Sai Narayana."
Krishna,"Jai Jai Prabhu Giridhaari Natavara Nandalaala 
Natavara Nandalaala, Sai, Giridhari Gopaala 
Jai Jai Prabhu Giridhaari Natavara Nandalaala 
Hey Giridhari Gopaala Giridhari Gopaala Hey Giridhari Gopaala","Glory to the Lord who held up the mountain; Krishna, the great
dancer, beloved son of Nanda; O cowherd boy who supported the mountain."
Krishna,"Jai Jai Vitthala Paanduranga Vitthala 
Pundhareeka Varada Paanduranga Vitthala",Victory to Lord Panduranga.
Krishna,"Jai Krishna Madhusoodana 
Jai Radha Mana Mohana 
Vrindavana Sanchaari, Govardhana Giridhaari 
Parthi Vihaari Hey Narayana 
Narayana Hari Narayana 
Narayana Hari Narayana","Victory to beautiful and sweet Lord Krishna, who captivates the
heart of Radha (devotee). Chant the noame of Lord Narayan of Parthipuri, Lord Sai Narayana."
Krishna,"Jai Krishna Mukunda Muraari 
Jai Sai Mukunda Muraari 
Jai Nanda Mukunda Muraari 
Govardhana Dhari Muraari 
Jai Parthi Vihari Muraari","Victory to Lord: Krishna, Mukunda, Sai, Murari, Govardhandhari and Parthi Murari."
Krishna,"Jai Paanduranga Prabhu Vitthala 
Jagadoddhaara Hari Vitthala 
Paanduranga Vitthala Pandhari Naatha Vitthala 
Shree Ramani Hrudayantha Ranga 
Mangala Kar Karunaantha Ranga 
Aashritha Deena Janaavana Ranga","Victory to Lord: Panduranga, Hari, Vitthala- Saviour of entire
creation. Chant the name of Lord: Panduranga, Vitthala of Pandhari 
who is bestower of auspiciousness, enchanter of the heart and supporter of those afflicted and miserables."
Krishna,"Jai Radha Krishna Jai Ram Krishna 
Jai Sai Krishna Jai Ho 
Jai Ho, Jai Ho 
Jai Radha Krishna, Jai Ram Krishna 
Jai Sai Krishna Jai Ho 
Jai Ho, Jai Ho","Sing victory to Lord of Radha - Lord Krishna, Lord Ram and Lord Sai."
Krishna,"Jai Shree Maadhava Jai Radhey Govinda 
Mukunda Murahara Murali Govinda 
Deena Bandhu Deena Naathha, Radhey Govinda 
Prema Sindhu Prema Dhaara Sai Govinda","Victory to Lord Madhava, Lord of Radha. Chant the name of Lord
Mukunda, Murahara and Govinda. Chant the name of Lord of Radha. 
Thou art Lord of meek and fallen and ocean and spring of Love."
Krishna,"Janaardhana Nandalaala Govinda Gopaala 
Sai Rama Sai Rama 
Rama Rama Gopaala 
Sai Krishna Sai Krishna 
Krishna Krishna Gopaala","Chant the many Names of the Lord: Govinda, Gopaala, Rama, Krishna, Sai and Janardhana
and the loving prince of Nanda: Nandalala "
Krishna,"Jaya Brindaavana Dhana Devaki Nandana Madhava Mana Mohana 
Jaya Nanda Mukunda, Radhe Govinda, Aravinda Nayana 
Sai Gopaala, Gokula Baala, Gopi Mana Ramana 
Govardhana Dhaari Krishna Muraari Pahi Madhusoodana","Victory to Shree Krishna, the pride and wealth of Brindavan, son
of Devaki, the Madhava who bewitched every one's mind including the 
cowherd gopis, the Krishna who carried aloft the Govardhan 
mountain. Krishna, please give us you shelter and protection."
Krishna,"Jaya Gopaala Jaya Gopaala 
Jaya Radhey Govinda Gopaala 
Jaya Gopaala Jaya Gopaala 
Chinmayaananda Roopa Sai Gopaala 
Nithyaananda Roopa Sai Gopaala 
Jaya Radhey Govinda Gopaala","Victory to the One who is the protector of cows (guards the individual soul)
Hail and glory to Radha who symbolizes union with God 
Victory to the One who is the protector of cows (guards the individual soul) 
O Sai Gopaala, You are Divine consciousness itself. Sai Gopaala is the form of eternal Bliss. 
Hail to Radha who symbolizes union with God"
Krishna,"Jaya Govinda Krishna Vitthala 
Jaya Gopaala Krishna Vitthala 
Jaya Paanduranga Vitthala Jaya Pandarinaatha Vitthala 
Govinda Vitthala Gopaala Vitthala 
Paanduranga Vitthala Pandarinaatha Vitthala 
Vitthala Vitthala Panduranga","Victory to Lord Govinda, Krishna, Vitthala, Gopaal, Pandari Naathha Vitthala.
Chant the name of the Lord Govinda, Vitthala and Gopaala"
Krishna,"Jaya Ho Jaya Ho 
Jaya Ho Jaya Ho Sai Gopaal 
Hrudayaantharanga Karunaantha Ranga 
Koti Pranaam Baba Koti Pranaam 
Aananda Daatha Bhaagya Vidaatha 
Prema Swaroopa Sai Gopaal 
Parthipureesha Sai Gopaal","Victory to Thee, Sai Gopala, the One who lives in our hearts,
the all merciful One, a million salutations to You! You bestow 
bliss and fortune on every one, You are the embodiment of Love. You are the Lord of Puttaparthi, Sai Gopal"
Krishna,"Jaya Ho Jaya Ho Gopaalana 
Jaya Ho Jaya Ho Narayana 
Jaya Ho Jaya Ho Janaardhana 
Jaya Ho Jaya Ho Niranjana","Glory to Gopaal, to Narayana who is God incarnated as man;
Glory to Krishna who is Lord of all Victory to He who is faultless"
Krishna,"Jaya Ho Jaya Ho Sai Gopaalam 
Jaya Ho Jaya Ho Parthipureesham ...(Jaya Ho..) 
Padmanaabham Jagadgurum 
Padma Nethra Hari Sai Govindam ..(Jaya Ho..) 
Shanthi Vidhaayaka Saayeesha Charanam 
Vandey Bhava Bhaya Bhanjana Charanam 
Ambhuja Nayanam Aprameyam 
Mangala Moorti Saayeesha Charanam.","Victory to You Sai Krishna! Victory to You Lord of
Puttaparthi! You are Vishnu Himself, You are the world's spiritual 
preceptor. You are the lotus-eyed Krishna himself. Your 
auspicious Feet remove from our minds the fear of the endless cycle 
of births and deaths and confer on us lasting peace and bliss. O 
Lotus-eyed auspicious Sai, You are beyond all possibility of 
description under any category. I bow to Your Lotus Feet."
